poem,distance
Бунин И.А._Нынче-ночью-кто-то-долго-пел._Х5мж,13.492798963630317
"Поплавский Б.Ю._Целый-день-в-холодном-грязном-саване_Х5ж,м; Х5д",13.495263041323248
Блок А.А._День-полувеселый-полустрадный_Х5ж,13.495375669684927
Эренбург И.Г._Вздуй-трубач-серебряные-щеки_Х5жм,13.495422797870063
Катаев В.П._Ночь-прошла-тревожно-и-тоскливо_Х5ж,13.496147606688615
Бунин И.А._Все-сады-в-росе-но-теплы-гнезда---_Х5жм,13.49628995307743
Гумилев Н.С._Нет-тебя-тревожней-и-капризней_Х5жм,13.49738436528597
Червинская Л.Д._Жизнь-пройдет-и-тихо-оборвется_Х5жм; Х3м,13.502919339725903
"Брюсов В.Я._Я-прошел-пути-и-перепутья_Х5д,ж",13.505438344153381
Визи М._Открывали-маленькие-лавочки_Х5дм,13.506977880634544
Уткин И.П._Трудно-нам-с-тобой-договориться_Х5жм,13.507141389774473
Тарловский М.А._Это-был-обыкновенный-клоп---_Х5мж,13.510153388881843
Колосова М. (Покровская Р.И.)_За-морем-(для-сердца-друга-близко)_Х5жм,13.51153379539664
Головина А.С._День-встает-холодный-и-обычный._Х5жм,13.513316519655104
Смеляков Я.В._У-крестьян-торжественные-лица._Х5жм,13.513513621757111
Цветаева М.И._Поступью-сановнически-гордой_Х5ж,13.514331316490514
"Асеев Н.Н._Дом-стоял-у-города-на-въезде_Х5жм; Х3,4ж,м",13.515838526335763
Семенов Б.К._Золотом-и-снегом-зори-росные_Х5жм; Х6м,13.519116979417376
Прокофьев А.А._Пусть-тебя-не-мучает-тревога_Х5жм,13.520533351817194
Арсеньева К.С._На-воротах-на-цепи-лампада._Х5ж,13.521899301975369
Берггольц О.Ф._Человек-проходит-над-рекою_Х5жм,13.523387778632356
Поплавский Б.Ю._Снег-идет-над-голой-эспланадой;_Х5жм,13.528288170737529
Сологуб Ф.К._День-и-ночь-измучены-бедою;_Х5жм,13.528326075394776
Поплавский Б.Ю._Гаснет-пламя-елки-тихо-в-зале._Х5ж,13.52986955647464
Нарбут В.И._Снова-август-светлый-и-грустящий_Х5жм,13.530435704724884
Мандельштам О.Э._И-глагольных-окончаний-колокол_Х5дм,13.531719139915417
Бальмонт К.Д._Ты-нашла-кусочек-янтаря_Х5мж,13.54618346170961
Цветаева М.И._Гришка-Вор-тебя-не-ополячил_Х5ж,13.546471010301998
Луговской В.А._Снегопад-/-и-музыка-/-и-лед..._Х5мж,13.547123947152464
"Туроверов Н.Н._Не-с-животворящим-и-веселым_Х5жм; Х6ж,м",13.548401587411993
Черный С. (Гликберг А.М.)_Над-столом-в-цветной-парчовой-раме_Х5жм; Х6м,13.549588789880966
Светлов Н._Колдовская-ночь!-Мороз-жестокий_Х5жм,13.554792863632027
Ахматова А.А._Перед-этим-горем-гнутся-горы_Х5жм; Х4м,13.557922485098672
Поплавский Б.Ю._Чудо-жизни-в-радостном-движеньи_Х5жм; Х6м,13.558173215285398
Петров С.В._Домики-забрызганы-садами._Х5жм; Х6м,13.55942915407006
"Иванов Г.В._Скучно-скучно-мне-до-одуренья!_Х5ж,м; Х4ж",13.560854621524092
"Ширяевец (Абрамов) А.В._Пусть-свалюсь-в-кладбищенскую-яму_Х5жм; Х3,4м",13.562402319405995
Крестовский В.В._Я-б-ушел-от-вас-на-берег-моря_Х5ж,13.563377059665802
Крандиевская Н.В._Фаусту-прикидывался-пуделем_Х5дм,13.565231168964583
"Ширяевец (Абрамов) А.В._Нас-с-тобой-нужда-разъединила_Х5ж,м",13.565363717990204
Рождественский В.А._Словно-ветер-на-степном-просторе_Х5жм,13.567777319930235
Поплавский Б.Ю._Мальчик-думает-а-я-остался_Х5жм,13.567808958702036
"Якубович П.Ф._Закатилась-яркая-звезда----_Х5ж,м; Х4м",13.568833420541331
Тихонов Н.С._Тонкотелый-смуглолицый-строгий_Х5жм,13.570060495629743
Некрасов Н.А._Дни-идут...-всё-так-же-воздух-душен_Х5жм,13.570844521033582
Мартынов Л.Н._О-неведомом-и-о-таинственном_Х5дм,13.578905886148346
"Туроверов Н.Н._В-самой-темной-снежной-непробудной_Х5жм; Х6ж,м",13.580858057678814
Кузьмина-Караваева Е.Ю._Кто-я-Господи?-Лишь-самозванка_Х5жм,13.584161292105028
Ушаков Н.Н._Бледная-вода-на-кругозоре_Х5жм,13.586672877373227
Якубович П.Ф._День-ли-ночь-ли----тьмой-равно-объяты_Х5жм,13.58815404546435
Эренбург И.Г._Было-в-жизни-мало-резеды_Х5м,13.593518670088812
Черный С. (Гликберг А.М.)_Прокуроров-было-слишком-много!_Х5жм,13.594522093184677
"Цветаева М.И._Я-сказала-а-другой-услышал_Х5ж,м",13.595993920965629
Черный С. (Гликберг А.М.)_Грубый-грохот-северного-моря._Х5жм; Х6ж,13.59911973349029
Смеляков Я.В._У-меня-такое-ощущенье_Х5жм,13.599374424955956
Васильев П.Н._По-снегу-сквозь-темень-пробежали_Х5жм,13.600122894787726
Кедрин Д.Б._Пасмурный-щегол-и-шустрый-чижик_Х5ж,13.600482048487205
Горький М. (А.М.Пешков)_На-страницы-вашего-альбома_Х5жм,13.604404375084956
Поплавский Б.Ю._Мать-без-края:-«быть-или-не-быть»_Х5мж,13.60959430846894
Иванов Г.В._Несколько-поэтов.-Достоевский.-_Х5ж,13.611090377784292
Ратгауз Т.Д._Вновь-вверху-повиснет-месяц-старый._Х5ж,13.613956096331595
Гумилев Н.С._Странный-сон-увидел-я-сегодня:_Х5ж,13.615333186252238
Лившиц Б.К._Посмотри-с-горы----тебе-виднее:_Х5жм,13.620406244577008
Тихонов Н.С._Праздничный-веселый-бесноватый_Х5жм,13.62691609374721
Пастернак Б.Л._У-людей-пред-праздником-уборка._Х5жм,13.629286001038379
Тихонов Н.С._Пусть-душою-беден-я_Х5жм; Х4м,13.630184730808105
Кузьмина-Караваева Е.Ю._Жить-в-клопиной-нищенской-каморке_Х5жм; Х2ж,13.630631097902024
Цветаева М.И._Не-поцеловали----приложились._Х5ж,13.632107440269085
Луговской В.А._Девочке-медведя-подарили._Х5жм,13.633390877327983
Эренбург И.Г._Что-любовь?-Нежнейшая-безделка._Х5жм,13.63692913190597
Поплавский Б.Ю._Ты-устал-приляжем-у-дороги_Х5жм,13.6378450878206
"Поплавский Б.Ю._Братья-братья-будем-плакать-вместе_Х5ж,м",13.637877048528049
Кедрин Д.Б._Отгудели-медью-мятежи_Х5мж; Х5д,13.640423361413394
Кузьмина-Караваева Е.Ю._На-закате-загорятся-свечи_Х5ж,13.64332336341293
Туроверов Н.Н._Успокойся-сердце-успокойся!_Х5жм; Х6м,13.644327990050966
Головина А.С._Ветер-понапрасну-холодей!---_Х5мж,13.644508620678556
"Ахматова А.А._Я-с-тобой-мой-ангел-не-лукавил_Х5ж,м",13.645189455790794
Берггольц О.Ф._Не-стыдясь-ни-счастья-ни-печали_Х5жм,13.649829781846892
Кузьмина-Караваева Е.Ю._Не-голодная-рысит-волчиха_Х5жм; Х6ж,13.652185617731885
Светлов М.А._Вытерла-заплаканное-личико_Х5жм; Х5д,13.657201438945163
Берггольц О.Ф._Белый-город-синие-заливы_Х5жм,13.658287852758443
Гумилев Н.С._Франция-на-лик-твой-просветленный_Х5жм,13.661118629107769
Рождественский В.А._Обернулась-жизнь-твоя-цыганкою_Х5дм,13.661772573951433
"Черный С. (Гликберг А.М.)_Здесь-обед-торжественней-мистерии_Х5дм; Х6д,м",13.66259476128202
Берг Н.В._Полотно-ткала-сидела-Зейна_Х5ж,13.663834154858852
"Антокольский П.Г._Слушай-время-слушайте-века_Х5ж,м",13.664164219819801
Кузьмина-Караваева Е.Ю._Знаю-я----на-скором-повороте_Х5жм,13.665716040691192
Анненский И.Ф._Зыбким-прахом-закатных-полос_Х5м,13.668119997510324
Смеляков Я.В._У-моей-двоюродной-/-сестрички_Х5ж; Х5м,13.669938766020842
Прокофьев А.А._...Нет-такие-дни-не-забывают!_Х5жм,13.671414321645612
Позняков Н.С._Ночь-прошла----и-спал-ли-я-не-знаю._Х5жм,13.672197819755741
"Васильев П.Н._Далеко-лебяжий-город-твой---_Х5ж,м",13.675832112293842
"Фотинский А.В._Я-рожден-в-глухих-лесах-Полесья_Х5ж,м",13.676714450432232
Головина А.С._Первая-печаль-в-степи-дорожной_Х5жм; Х2ж,13.678067711411392
Северянин И._Вы-оделись-вечером-кисейно_Х5ж,13.679837436359117
Бунин И.А._Как-в-апреле-по-ночам-в-аллее_Х5жм,13.681508353150019
Иванов В.И._Помнишь-ли-как-небо-было-звездно?_Х5жм,13.682059663322997
Берггольц О.Ф._Засыпаю.-Руки-положила_Х5жм,13.686047243788966
Ушаков Н.Н._Иглами-стояли-в-небе-скалы_Х5жм,13.686346383158922
Кузмин М.А._Трижды-в-темный-склеп-страстей-томящих_Х5ж,13.687048418909317
Штейгер А.С._Так-бывает-только-по-ночам_Х5м,13.687397176589911
Щербина Н.Ф._Мы-в-гербе-орла-уничтожаем-_Х5жм,13.691462652497673
Ахматова А.А._И-упало-каменное-слово_Х5жм; Х4м,13.692122979934446
"Якубович П.Ф._Белый-снег-холодный-снег-кругом_Х5ж,м",13.699424919800101
Берггольц О.Ф._Дарья-Власьевна-/-соседка-/-здравствуй._Х5жм,13.699622501224779
Терапиано Ю.К._Только-гибель-и-воспоминанье..._Х5жм,13.701918647280705
Одарченко Ю.П._Я-себя-в-твореньи-перерос_Х5мж,13.708809888410318
Ушаков Н.Н._Синий-Харьков.-/-Осень-голубая._Х5жм,13.713712450173077
"Клюев Н.А._Чтоб-пахну&#769;ло-розой-от-страниц_Х5ж,м; Х6м",13.714687617782673
Эренбург И.Г._Наступали.-А-мороз-был-крепкий._Х5ж; Х4ж,13.715680563573915
Лившиц Б.К._В-небе----бездыханные-виолы_Х5жм,13.719273806844521
Иванов В.И._Не-теплынью-ль-веют-анемоны?_Х5жжжжм,13.720571383195466
Головина А.С._Ночью-руки-до-плеча-растают---_Х5ж,13.723870355803085
"Поплавский Б.Ю._Золотые-дали.-Спит-туман_Х5ж,м",13.7241807520236
Соловьев С.М._И-еще!-Я-никогда-не-чаял_Х5жм,13.724757290759237
Тихонов Н.С._Разве-жить-без-русского-простора_Х5жм,13.724784454798835
Кедрин Д.Б._Кем-я-был?-Могильного-травою?_Х5ж,13.730871417936124
Рождественский В.А._Мне-не-спится.-На-Неве-смятенье_Х5жм,13.733502027564281
Тихонов Н.С._Напряглись-вконец-рыбачьи-души_Х5ж,13.735856008577276
Киссин С.В._Пуст-мой-дом.-Уехали-на-дачу._Х5ж,13.739782711449104
Шкапская М.М._Может-быть-томима-вечной-жаждой-_Х5жм,13.7409900185798
Ахматова А.А._Отлетела-от-меня-удача_Х5ж; Х3м,13.741131494328357
Поплавский Б.Ю._В-летний-день-над-белым-тротуаром_Х5ж; Х5м,13.741455319980625
Хаиндрова Л.И._Далеко-покинутая-родина_Х5дм,13.742272803086534
Зарудин Н.Н._Пахнет-ночь-укропом-у-колодца_Х5ж,13.743651368572342
Оксенов И.А._Духи-дремлют-в-каждом-электроне._Х5жм,13.748753925073585
"Поплавский Б.Ю._Хохотали-люди-у-колонны_Х5ж,м; Х6м",13.750244899159664
Бунин И.А._Облака-как-призраки-развалин_Х5жм,13.760663049827404
Головина А.С._Провода-поют-смолкают-птицы_Х5жм,13.764158315838559
"Гронский Н.П._Возлюбил-душою-он-отвесы_Х5жм; Х4,6м",13.766478246386539
Брюсов В.Я._Я-скорей-тебя-увидел-снова_Х5жм,13.767881653635133
Гершельман К.К._Говорят-что-были-фараоны_Х5жм; Х6м,13.769305108710439
Симонов К.М._Кружится-испанская-пластинка._Х5жм,13.77043988946134
Тютчев Ф. И._Вот-бреду-я-вдоль-большой-дороги_Х5жм,13.771045931288077
Черный С. (Гликберг А.М.)_Возвратясь-усталая-с-примерки_Х5жм,13.771246445840111
"Крузенштерн-Петерец Ю._Проклинали...-Плакали...-Вопили…_Х5ж,м; Х4м",13.772145959342172
Визи М._Поцелуешь-горестные-веки_Х5жм,13.773171552262388
Тельтофт О.Я._У-тебя-как-золотые-сливы_Х5жм,13.775903764553663
Ахматова А.А._Стал-мне-реже-сниться-слава-Богу_Х5жм,13.780154876199331
Кузьмина-Караваева Е.Ю._Дух-смятенный-знаешь-как-бывает---_Х5жм,13.782463892715805
Прокофьев А.А._Кровью-сердца-в-час-необычайный_Х5жм,13.784712151229986
"Шервинский С.В._Грек-увидел-с-палубы-триеры-_Х5ж,м",13.787790096030452
Северянин И._На-восток-туда-к-горам-Урала_Х5жм,13.794046252720653
Ахматова А.А._Не-прислал-ли-лебедя-за-мною_Х5жм,13.79644949746159
Асеев Н.Н._У-меня-/-хорошая-жена_Х5жм,13.800129596822817
Тихонов Н.С._Лучшим-садоводам-не-приснится_Х5жм,13.802135947618119
Зенкевич М.А._«Жизнь-моя-как-летопись-загублена_Х5дм,13.805915216986898
Ахматова А.А._Словно-ангел-возмутивший-воду_Х5жм,13.813031051803739
Рождественский В.А._Расставаясь-с-милою-землей_Х5мж,13.818717298984174
Шервинский С.В._Старая-ты-старая-олива!-_Х5жм,13.822118218776207
Кленовский Д.И._Свет-горит-во-мне-и-надо-мною---_Х5жм,13.822251023404363
Поплавский Б.Ю._Лунный-диск-исчез-за-виадуком_Х5жм; Х6м,13.822942980214034
Эренбург И.Г._Средь-мотоциклетовых-цикад_Х5мж,13.825884785985716
Петров С.В._Даль-у-вечера----нора-барсучья_Х5жм; Х4м,13.825947017715686
Кленовский Д.И._На-краю-поселка-у-обрыва_Х5жм,13.826659986276912
Рождественский В.А._Есть-на-свете-путники.-Они_Х5мж,13.830291434111611
Васильев П.Н._Месяц-чайкой-острокрылой-кружит_Х5жм,13.83146620080006
Мартынов Л.Н._Кто-зовет-меня:-/-«Вернись-вернись!»_Х5м,13.832317647353689
"Антокольский П.Г._Мы-за-стол-садились-неумело_Х5ж,м",13.835949650094564
Белоцветов Н.Н._…А-когда-рассвет-разгладил-хляби_Х5ж,13.837307572292707
"Гумилев Н.С._Он-в-четверг-мне-сделал-предложенье_Х5ж,м; Х6ж",13.839452440962758
Есенин С. А._Мы-теперь-уходим-понемногу_Х5жм,13.840948335999009
Луговской В.А._За-тебя-за-все-я-благодарен._Х5жм,13.843023443170694
Ушаков Н.Н._Где-найдешь-такую-степь-другую---_Х5жм,13.844429703640673
Иванов Г.В._Не-обманывают-только-сны._Х5м,13.844751337855698
Кленовский Д.И._Я-бродил-по-талым-косогорам_Х5жм,13.84594328946463
Асеев Н.Н._Нет-/-ты-мне-совсем-не-дорогая!_Х5ж,13.847295045279944
Светлов М.А._Молодость-слезами-орошая_Х5жм,13.847897941127954
Сартовский Г.Г._Как-корабль-в-житейском-бурном-море_Х5жм,13.851893463513848
"Волошин М.А._Революция-губит-лучших_Х5ж,м",13.854595724971137
Мартынов Л.Н._Нет!-/-Картина-для-меня-ясна:_Х5мж,13.855423448837476
Есенин С. А._Никогда-я-не-был-на-Босфоре_Х5жм; Х6м,13.86050026237948
Туроверов Н.Н._Нет-воздушней-этого-тумана_Х5жм; Х6м,13.865575931872025
Клюев Н.А._Я-люблю-цыганские-кочевья_Х5жм,13.86848161750589
Кленовский Д.И._Плачешь-ты-и-просишь-ты-о-многом_Х5жм,13.869055266279124
Юрков И.В._Как-в-калейдоскопе-сна-земного_Х5жм; Х4м,13.87075543275993
Берггольц О.Ф._Всей-земною-горечью-и-болью_Х5жм,13.87269501975782
"Мережковский Д.С._По-горам-среди-ущелий-темных_Х5ж,м",13.872833712478746
"Платонов А.П._Странны-дни-в-долине-ровной_Х5жм; Х4,6ж,м",13.872942493105228
Прокофьев А.А._Слышу-как-проходит-шагом-скорым_Х5жм,13.873888944089256
